X451Lu_Resist_BR2_1	X451Lu_Resist_BR2_2	X451Lu_Resist_BR3_27r	X451Lu_Resist_BR3_28r	X451Lu_Par_Par13	X451Lu_Par_Par19
MTMR12	3398	483	3060	2253	2000	2012
MTMR14	2338	359	799	489	1473	1484
MTMR2	4917	595	1799	1369	2159	2393
MTMR3	7733	1079	1933	1440	3501	3028
MTMR4	14947	1977	5385	3440	8491	8625
MTMR6	4896	700	3367	2281	2473	2634
MTMR7	1	0	0	0	2	1
MTMR8	205	33	56	50	117	151
MTMR9	1821	277	1668	1202	1398	1328
MTMR9LP	1767	289	821	577	1056	696
MTNR1A	0	0	0	0	0	1
MTNR1B	0	0	0	0	0	0
MTO1	1685	225	1008	624	988	1263
MTOR	20911	2894	6545	4510	9564	11468
MTOR-AS1	0	0	0	0	0	0
MTPAP	3209	460	1644	1079	1949	1831
MTPN	0	0	0	0	0	0
MTR	8466	1314	4576	3104	5954	5766
MTRF1	1269	216	733	423	702	729
MTRF1L	2185	339	1708	1104	1624	1535
MTRNR2L1	13	1	0	2	3	2
MTRNR2L10	21	0	0	4	14	1
MTRNR2L2	794	138	13	251	508	68
MTRNR2L3	0	0	0	0	0	0
MTRNR2L4	0	0	1	0	0	2
MTRNR2L5	0	0	0	0	0	0
MTRNR2L6	3	1	0	0	0	0
MTRNR2L7	0	0	0	0	0	0
MTRNR2L8	398	69	11	104	291	35
MTRNR2L9	848	112	22	409	694	89
MTRR	2779	431	3244	2145	1844	1737
MTSS1	84	18	56	43	4	0
MTSS1L	364	56	48	61	120	75
MTTP	17	5	4	2	14	9
MTURN	4111	892	1321	867	2459	1161
MTUS1	5901	850	1764	1488	4340	3576
MTUS2	1	0	1	1	0	1
MTUS2-AS1	1	0	0	0	1	0
MTVR2	10	1	2	0	10	5
MTX1	3179	421	820	454	1828	2024
MTX2	3740	526	1807	1256	2220	2349
MTX3	2383	295	1718	1365	1919	1597
MUC1	26	4	3	3	4	6
MUC12	3	0	0	0	0	0
MUC13	0	0	0	0	0	0
MUC15	0	0	0	0	0	0
MUC16	0	0	1	0	0	0
MUC17	1	0	0	0	0	0
MUC19	26	2	301	243	31	1
MUC2	0	1	0	0	0	0
MUC20	5	0	3	1	4	2
MUC21	0	0	0	0	0	0
MUC22	0	0	0	0	0	0
MUC3A	0	0	0	0	0	0
MUC4	1	0	1	0	2	1
MUC5AC	0	0	0	0	0	0
MUC5B	40	5	45	19	11	18
MUC6	0	0	0	0	0	0
MUC7	1	0	0	0	0	0
MUCL1	0	0	0	0	0	0
MUL1	2713	396	1370	911	1477	1314
MUM1	4182	597	1493	1062	2499	1901
MUM1L1	1	0	181	113	1	3
MURC	100	12	51	35	36	17
MUS81	1960	313	540	352	1185	998
MUSK	0	0	0	0	0	0
MUSTN1	26	0	4	0	10	4
MUT	2260	274	518	546	1495	1240
MUTYH	1543	255	540	353	1172	921
MVB12A	1432	205	339	241	882	761
MVB12B	1580	201	307	217	480	340
MVD	1674	229	515	349	705	589
MVK	1258	149	305	201	516	640
MVP	1269	177	815	560	945	451
MX1	230	50	76	50	137	142
MX2	7	0	1	0	0	0
MXD1	523	90	143	101	319	234
MXD3	768	106	156	92	522	430
MXD4	715	123	248	180	279	105
MXI1	6590	1110	3271	2334	5585	3457
MXRA5	0	0	1	0	0	0
MXRA7	4849	867	3130	1840	4535	4633
MXRA8	1	0	0	0	3	0
MYADM	765	110	246	175	190	112
MYADML	1	0	2	0	3	0
MYADML2	0	0	0	0	0	0
MYB	333	40	74	67	164	257
MYBBP1A	7932	1096	2927	1857	3780	2688
MYBL1	1891	244	976	640	1257	1843
MYBL2	6443	908	2898	2226	2180	3114
MYBPC1	0	0	1	0	0	2
MYBPC2	3	1	2	0	3	2
MYBPC3	0	0	0	0	0	0
MYBPH	0	0	0	0	0	0
MYBPHL	6	0	2	2	2	2
MYC	15831	2676	5813	3706	10204	5285
MYCBP	1	0	1	0	1	0
MYCBP2	15530	2214	10553	7651	5587	5355
MYCBP2-AS1	0	0	0	0	1	0
MYCBPAP	3	1	4	0	2	2
MYCL	30	5	11	10	21	34
MYCN	0	0	0	0	0	0
MYCNOS	0	0	0	0	0	0
MYCNUT	0	0	0	0	0	0
MYCT1	1	1	1	2	0	0
MYD88	1018	155	178	236	400	254
MYDGF	4080	689	1537	1011	2811	2557
MYEF2	849	123	17	27	642	508
MYEOV	0	0	0	0	0	0
MYEOV2	1810	286	752	545	1346	978
MYF5	0	0	0	0	0	0
MYF6	1	0	0	0	0	0
MYH1	0	0	0	0	0	0
MYH10	68738	8970	18812	17146	31968	31795
MYH11	3	2	2	2	2	0
MYH13	2	0	0	0	0	0
MYH14	4154	543	455	428	1415	1335
MYH15	23	4	28	9	32	18
MYH16	2	1	0	0	0	1
MYH2	0	0	0	0	0	0
MYH3	80	8	74	58	74	53
MYH4	1	0	0	0	0	1
MYH6	0	0	0	0	0	0
MYH7	0	0	1	1	0	0
MYH7B	29	5	9	9	25	9
MYH8	1	0	0	0	0	0
MYH9	63570	7821	11829	11838	26610	23918
MYHAS	3	0	0	1	0	0
MYL1	0	0	0	0	0	0
MYL10	21	2	6	4	24	33
MYL12A	3373	515	3194	1787	2881	2809
MYL12B	3948	577	4004	2339	3557	3748
MYL2	0	0	0	0	0	0
MYL3	0	0	0	0	0	0
MYL4	0	0	0	1	0	0
MYL5	118	15	64	40	85	40
MYL6	6900	1062	4008	2101	4927	5683
MYL6B	1981	312	646	445	1536	1260
MYL7	0	0	0	0	0	0
MYL9	0	0	0	0	0	0
MYLIP	2647	365	778	557	1490	1540
MYLK	700	107	393	254	233	222
MYLK-AS1	61	10	32	16	33	41
MYLK-AS2	0	0	0	0	0	1
MYLK2	3	2	5	2	9	4
MYLK3	14	0	2	2	13	4
MYLK4	15	2	12	9	9	7
MYLPF	6	2	1	1	0	1
MYNN	3163	440	1077	681	1582	1445
MYO10	64763	8722	17962	15171	25281	23325
MYO15A	24	5	2	2	24	5
MYO15B	234	43	82	34	210	96
MYO16	2370	311	246	159	409	341
MYO16-AS1	0	0	0	0	0	0
MYO18A	5478	751	1036	901	1953	1672
MYO18B	0	0	1	0	0	0
MYO19	3755	526	1581	1049	2467	2613
MYO1A	0	0	5	2	2	1
MYO1B	10380	1374	7438	4919	6457	7187
MYO1C	21307	2927	4748	3825	10469	9922
MYO1D	27331	4060	3607	2436	16851	10579
MYO1E	16012	2204	4226	3111	8898	7145
MYO1F	36	7	27	17	70	43
MYO1G	5	1	4	2	1	1
MYO1H	0	1	0	0	1	1
MYO3A	0	0	0	0	0	0
MYO3B	10	5	2	1	16	37
MYO5A	23943	3566	11251	7794	16654	11481
MYO5B	13	2	55	28	14	14
MYO5C	2	1	5	3	6	4
MYO6	3366	494	657	629	1635	1200
MYO7A	46	8	21	14	44	25
MYO7B	2	0	0	0	1	0
MYO9A	2908	455	1713	1152	1797	1755
MYO9B	19621	2642	2419	1784	7095	6907
MYOC	0	0	0	2	0	0
MYOCD	0	0	0	0	0	0
MYOD1	0	0	0	0	0	0
MYOF	385	39	13	16	33	173
MYOG	0	0	0	0	0	0
MYOM1	15	3	17	14	4	0
MYOM2	411	58	229	151	212	206
MYOM3	0	0	0	0	1	1
MYOT	0	0	0	0	1	0
MYOZ1	0	0	2	1	0	0
MYOZ2	1	0	0	0	1	1
MYOZ3	0	0	0	0	0	0
MYPN	0	1	0	0	0	0
MYPOP	226	27	48	38	79	72
MYRF	47	5	15	9	10	5
MYRFL	0	0	2	0	0	0
MYRIP	2	2	0	1	0	0
MYSM1	3894	579	2410	1836	2922	2692
MYT1	89	17	24	12	57	44
MYT1L	0	0	0	1	0	0
MYT1L-AS1	0	0	0	0	0	0
MYZAP	0	0	0	0	0	0
MZB1	0	0	1	0	0	0
MZF1	319	57	89	65	217	128
MZF1-AS1	85	9	43	44	31	32
MZT1	5805	785	1959	1735	2153	2965
MZT2A	2874	417	860	520	2581	1683
MZT2B	5062	625	1274	832	4592	2781
N4BP1	2372	279	973	629	1237	1122
N4BP2	1118	139	963	703	935	840
N4BP2L1	212	38	88	53	65	12
N4BP2L2	3943	650	3226	1794	3289	2289
N4BP2L2-IT2	167	19	239	111	116	71
N4BP3	739	79	27	16	228	174
N6AMT1	457	91	168	116	406	286
N6AMT2	324	57	270	127	188	149
NAA10	5183	778	2445	1491	3580	3703
NAA11	0	0	0	0	0	0
NAA15	8760	987	4322	3264	5030	5834
NAA16	1668	207	1130	714	761	650
NAA20	4033	622	2287	1724	3533	3070
NAA25	3637	492	2131	1535	2258	2416
NAA30	2397	301	1381	964	1326	1276
NAA35	1900	283	941	705	1468	1467
NAA38	2170	304	715	382	1699	1526
NAA40	1659	251	655	491	981	589
NAA50	14939	1775	6580	4421	8274	8700
NAA60	1118	141	186	275	453	272
NAAA	475	61	144	100	321	380
NAALAD2	1	0	0	2	0	3
NAALADL1	3	1	2	0	1	0
NAALADL2	94	8	12	9	3	5
NAALADL2-AS1	0	0	0	0	0	0
NAALADL2-AS2	0	0	0	0	1	0
NAALADL2-AS3	0	0	0	0	0	0
NAB1	6743	1120	2979	1918	4907	3498
NAB2	2261	401	702	464	1871	1175
NABP1	2468	424	2456	1651	2386	1658
NABP2	1429	238	789	514	950	1278
NACA	22493	3736	11980	6964	21656	15735
NACA2	1049	164	562	373	1002	866
NACAD	2	1	0	1	0	1
NACAP1	1215	239	553	358	1242	797
NACC1	3237	375	735	545	1354	1425
NACC2	4133	529	898	671	2029	1739
NADK	6181	868	2073	1248	2988	2882
NADK2	1237	162	1594	998	746	780
NADSYN1	7325	1229	3322	2012	4980	3616
NAE1	4210	525	3062	1882	3314	3749
NAF1	473	55	109	129	251	184
NAGA	6416	981	1893	1362	3564	3274
NAGK	2850	489	1109	819	2027	1456
NAGLU	2940	381	659	339	793	838
NAGPA	1547	199	735	429	767	728
NAGPA-AS1	24	3	20	6	15	17
NAGS	93	14	36	21	45	43
NAIF1	465	79	230	124	309	255
NAIP	876	153	704	381	726	347
NALCN	597	95	126	71	233	97
NALCN-AS1	5	0	5	5	0	1
NAMA	11	2	6	2	3	10
NAMPT	10297	1408	5063	3553	8482	7408
NANOG	0	0	0	0	0	0
NANOGNB	0	0	0	1	0	0
NANOS1	119	29	129	88	111	76
NANOS2	0	0	0	0	0	0
NANOS3	2	1	1	1	2	2
NANP	2446	325	1183	793	1393	1437
NANS	2950	478	1432	799	1840	2283
NAP1L1	25813	3847	8893	6208	18719	12761
NAP1L2	1	0	0	0	0	0
NAP1L3	41	2	5276	3359	35	13
NAP1L4	9984	1644	4184	2961	7494	6923
NAP1L5	658	97	377	281	457	401
NAP1L6	0	0	0	0	0	0
NAPA	4026	534	903	721	1753	1842
NAPA-AS1	119	20	26	15	87	43
NAPB	2056	256	935	631	1345	1083
NAPEPLD	2725	506	1015	967	2368	1169
NAPG	1951	303	1807	1161	1642	1579
NAPRT	2521	311	690	412	1472	1644
NAPSA	15	2	5	4	5	3
NAPSB	1	1	0	0	1	0
NARF	2926	589	1542	1066	2744	2935
NARFL	977	151	355	202	567	513
NARR	0	0	0	0	0	0
NARS	15609	2391	10032	6349	16262	17309
NARS2	10019	1737	6023	3582	9802	7899
NASP	11239	1615	5495	4209	8295	7207
NAT1	335	41	237	139	218	281
NAT10	3820	532	1358	1204	2150	1545
NAT14	955	152	290	236	536	428
NAT16	14	3	6	3	12	21
NAT2	0	0	1	1	1	0
NAT6	246	46	34	33	114	89
NAT8	2	1	16	7	4	3
NAT8B	0	0	0	0	0	0
NAT8L	798	111	337	344	231	109
NAT9	2205	349	1228	745	2386	1286
NATD1	791	146	111	122	348	138
NAV1	11895	1538	1041	948	3521	2853
NAV2	15893	1325	1427	1103	2790	3467
NAV2-AS2	1	0	0	0	1	0
NAV2-AS4	0	0	0	0	0	0
NAV2-AS5	0	0	0	0	0	0
NAV3	2089	316	700	502	1324	557
NBAS	11161	1812	4228	2588	6286	6537
NBAT1	6	1	5	3	3	3
NBEA	1866	335	851	756	673	578
NBEAL1	3468	481	2162	1345	1896	2648
NBEAL2	1664	241	278	196	669	466
NBEAP1	39	2	18	10	15	26
NBL1	252	30	161	88	234	69
NBN	6286	824	4808	2939	5027	5053
NBPF1	10595	1623	4526	3070	5968	3388
NBPF10	5571	778	1796	1358	1995	1721
NBPF11	19041	2964	6147	5017	7801	4685
NBPF12	2946	508	974	780	942	605
NBPF13P	0	0	0	0	0	5
NBPF14	963	139	363	202	221	116
NBPF15	19581	2880	6490	4297	11948	8041
NBPF18P	0	1	1	2	0	1
NBPF20	3367	495	1162	905	1014	679
NBPF22P	8	2	1	3	7	2
NBPF25P	448	72	156	115	264	198
NBPF3	1845	292	655	384	962	814
NBPF4	83	20	30	23	84	47
NBPF6	105	32	54	30	147	78
NBPF7	7	2	0	1	1	0
NBPF8	4178	637	1634	1156	2077	1502
NBPF9	672	109	214	130	450	291
NBR1	15433	2457	3605	2676	9479	8352
NBR2	353	49	79	69	187	157
NCALD	3039	484	803	616	1399	1119
NCAM1	8478	1390	1760	1388	3631	2309
NCAM1-AS1	6	2	3	2	3	2
NCAM2	635	73	7	7	145	82
NCAN	2	1	1	0	0	1
NCAPD2	21471	3175	5430	4179	11059	13942
NCAPD3	6433	890	1971	1661	3756	4234
NCAPG	4361	490	5253	3219	3036	3970
NCAPG2	7466	915	3276	2581	5152	7332
NCAPH	6011	814	3326	2220	3270	3726
NCAPH2	8850	1367	3950	2218	5169	5064
NCBP1	5974	914	3908	2518	4059	4343
NCBP2	8960	1429	3815	2592	5970	4360
NCBP2-AS2	1541	215	820	492	1130	1194
NCCRP1	0	0	0	0	0	0
NCDN	2043	257	553	393	977	543
NCEH1	5011	559	1640	1018	1564	2314
NCF1	1	0	0	1	4	2
NCF1B	1	0	0	2	4	2
NCF1C	1	0	0	2	3	2
NCF2	3	0	0	0	0	1
NCF4	0	0	1	1	0	0
NCK1	3056	418	950	693	1792	1867
NCK1-AS1	182	26	38	43	100	112
NCK2	9250	1249	2333	1654	4180	3946
NCKAP1	27980	3630	13386	8702	18643	19142
NCKAP1L	5	0	0	0	1	0
NCKAP5	393	43	285	188	157	123
NCKAP5L	3292	362	632	516	1167	1032
NCKIPSD	1767	287	463	314	823	710
NCL	57525	8103	26816	27525	39705	29972
NCLN	4584	526	1767	1207	2024	1718
NCMAP	0	0	0	0	0	0
NCOA1	4492	634	1686	1218	2163	2016
NCOA2	5727	796	2549	1631	3678	3228
NCOA3	5901	863	2521	1746	2965	2751
NCOA4	12868	1890	7171	4582	8983	8134
NCOA5	1721	325	767	672	1676	764
NCOA6	3534	424	636	640	1197	847
NCOA7	2024	260	1238	1192	1793	1458
NCOA7-AS1	0	0	0	0	0	0
NCOR1	12901	1900	4582	4185	7308	6473
NCOR1P1	6	0	2	1	1	2
NCOR2	3672	382	338	357	943	688
NCR1	6	2	9	2	6	7
NCR2	0	0	0	0	0	0
NCR3	0	0	0	0	0	0
NCR3LG1	537	73	868	568	241	162
NCRNA00250	2	1	2	1	2	1
NCRUPAR	0	0	0	0	0	0
NCS1	4658	559	887	669	1918	2765
NCSTN	2699	426	590	463	1442	1159
NDC1	7993	1108	5345	3161	4463	5114
NDC80	1237	156	1726	1089	1020	1264
NDE1	4011	664	1083	745	2440	1851
NDEL1	2751	359	1229	822	1347	1147
NDFIP1	6605	881	2107	1819	3955	3659
NDFIP2	4763	801	3544	2285	2465	2424
NDFIP2-AS1	0	1	1	0	0	0
NDN	907	171	650	481	700	619
NDNF	0	0	0	0	0	0
NDNL2	1053	148	736	468	680	505
NDOR1	1313	157	311	218	439	325
NDP	0	0	0	0	0	0
NDRG1	709	276	482	370	805	724
NDRG2	775	116	323	212	444	349
NDRG3	4377	662	1429	930	2142	2737
NDRG4	24	6	16	5	46	34
NDST1	17368	2222	2707	2145	4917	4412
NDST2	819	129	327	218	530	324
NDST3	14	1	3	1	2	0
NDST4	3	0	1	2	3	5
NDUFA1	3502	586	1013	501	3008	2375
NDUFA10	6947	1046	3315	2114	5039	4999
NDUFA11	5198	757	1597	882	3690	2677
NDUFA12	1709	259	999	606	1278	1632
NDUFA13	6109	1099	2097	1177	5328	3459
NDUFA2	3040	565	985	582	1906	2027
NDUFA3	1540	211	377	246	1040	780
NDUFA4	5280	791	2611	1470	3994	4236
NDUFA4L2	59	15	3	0	113	25
NDUFA5	5173	685	2122	1334	3773	4167
NDUFA6	4622	622	2799	1491	3546	4165
NDUFA6-AS1	387	73	261	163	272	170
NDUFA7	1600	209	432	258	999	861
NDUFA8	2949	422	1165	761	1610	2195
NDUFA9	6138	923	3178	1810	4086	5399
NDUFAB1	3323	440	1814	1200	1981	2499
NDUFAF1	378	56	450	249	293	244
NDUFAF2	810	153	513	345	791	644
NDUFAF3	1988	303	599	359	1420	1086
NDUFAF4	1549	208	1378	762	1081	1273
NDUFAF4P1	24	6	33	21	11	12
NDUFAF5	1744	245	1085	701	1035	1286
NDUFAF6	940	156	814	511	759	802
NDUFAF7	1517	255	1108	629	1137	1421
NDUFB1	1944	353	1253	639	1849	1290
NDUFB10	3124	446	1602	956	2061	2276
NDUFB11	2912	453	1362	798	1885	1867
NDUFB2	16432	2446	1810	1063	3173	3047
NDUFB2-AS1	110	23	5	7	19	21
NDUFB3	3936	591	2073	1159	2808	3169
NDUFB4	4808	767	1809	1006	3288	3606
NDUFB5	7462	1091	2466	1492	4305	5483
NDUFB6	2567	344	1192	654	1547	2025
NDUFB7	3094	416	790	443	2341	1794
NDUFB8	8793	1486	3093	1875	5147	4319
NDUFB9	9246	1532	7626	4502	7027	7453
NDUFC1	2046	283	915	584	1336	1552
NDUFC2	2603	407	1960	1109	1909	2536
NDUFC2-KCTD14	0	0	0	0	0	0
NDUFS1	16805	2499	8791	5371	9751	12077
NDUFS2	5776	970	2742	1825	3923	3804
NDUFS3	4418	661	1942	1195	2527	3272
NDUFS4	1970	269	1401	750	1602	1598
NDUFS5	4966	797	3076	1586	4595	4417
NDUFS6	2530	372	1565	976	1681	1826
NDUFS7	4259	532	864	443	2685	1984
NDUFS8	2772	401	658	369	1498	1506
NDUFV1	8585	1322	2626	1498	5074	4448
NDUFV2	1895	290	2229	1235	1272	1498
NDUFV2-AS1	6	2	9	9	7	7
NDUFV3	3390	523	1065	584	2058	2151
NEAT1	35525	4547	5342	4329	9599	6019
NEB	387	66	384	291	162	99
NEBL	0	0	0	0	1	1
NEBL-AS1	0	0	0	0	0	0
NECAB1	0	0	0	0	1	0
NECAB2	167	30	18	19	24	15
NECAB3	2746	448	648	441	1524	1198
NECAP1	3313	493	1577	822	2217	2068
NECAP2	3280	511	1144	633	2018	1763
NEDD1	2765	355	1881	1167	1762	2204
NEDD4	3354	499	2141	1309	2847	2782
NEDD4L	14243	2154	4080	2727	9997	7279
NEDD8	2231	346	1401	849	1490	1492
NEDD8-MDP1	0	0	0	0	0	0
NEDD9	1970	380	678	403	2149	1872
NEFH	0	1	0	0	0	0
NEFL	0	0	0	0	0	0
NEFM	0	0	0	0	0	0
NEGR1	37	7	3	1	0	0
NEGR1-IT1	0	0	0	0	0	0
NEIL1	188	29	103	61	177	50
NEIL2	1157	215	639	423	624	600
NEIL3	987	143	732	437	728	944
NEK1	1720	238	631	620	878	893
NEK10	29	2	54	32	33	37
NEK11	91	15	45	27	49	13
NEK2	2161	223	937	617	1246	1862
NEK3	0	0	128	88	0	0
NEK4	2562	349	1180	742	1725	1722
NEK5	24	4	7	4	16	17
NEK6	4321	670	796	583	2398	1671
NEK7	6372	1248	3376	2331	5679	4211
NEK8	132	29	57	42	78	60
NEK9	6507	1038	2560	2587	4714	3083
NELFA	873	119	387	276	436	363
NELFB	2558	343	690	464	1270	1295
NELFCD	11943	1691	6018	3959	6209	7622
NELFE	3381	497	1346	882	2514	2501
NELL1	2	1	53	15	2	1
NELL2	11	0	1	1	1	1
NEMF	3644	518	3171	2337	3897	2926
NENF	2390	443	1216	678	1946	1386
NEO1	3522	506	1136	780	918	754
NES	35	8	581	473	11	11
NET1	4227	624	1641	1085	2352	2539
NETO1	1	0	0	0	0	0
NETO2	1230	176	1770	1169	1821	1614
NEU1	5162	713	2109	1356	2608	2650
NEU2	0	0	0	0	0	0
NEU3	4711	640	1631	1085	2570	2279
NEU4	3	0	0	0	1	0
NEURL1	1	0	1	2	0	0
NEURL1-AS1	0	0	0	0	0	0
NEURL1B	803	87	56	26	194	185
NEURL2	182	43	158	63	124	85
NEURL3	1	0	1	0	1	0
NEURL4	2802	385	1151	817	1401	1229
NEUROD1	1	0	0	0	0	0
NEUROD2	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0
NEUROD6	0	0	0	0	0	0
NEUROG1	0	0	0	0	0	0
NEUROG2	2	0	1	2	2	6
NEUROG3	0	0	0	0	0	0
NEXN	16	4	3	10	13	27
NEXN-AS1	10	0	1	1	0	1
NF1	8111	1177	2279	1722	3919	3559
NF1P2	2	0	0	0	0	0
NF2	12373	1560	3958	2727	5645	5788
NFAM1	2	1	0	0	0	0
NFASC	41	7	70	55	10	11
NFAT5	4787	655	1304	1060	1754	1377
NFATC1	847	107	127	114	279	234
NFATC2	4058	727	3349	2520	796	480
NFATC2IP	2933	457	1069	764	1824	1282
NFATC3	3244	436	1209	974	1489	1382
NFATC4	2	0	0	0	4	3
NFE2	12	2	2	1	9	4
NFE2L1	15173	2043	5293	4201	8163	7933
NFE2L2	8082	1221	3311	2787	7171	4706
NFE2L3	1722	216	695	408	921	1165
NFIA	2159	355	701	620	1271	667
NFIA-AS1	0	0	0	0	0	0
NFIA-AS2	0	1	3	0	0	0
NFIB	1522	201	624	530	812	565
NFIC	1279	166	69	65	393	245
NFIL3	1241	176	347	221	513	578
NFIX	858	143	84	83	301	209
NFKB1	2878	419	1232	740	2203	2061
NFKB2	3029	408	381	344	987	829
NFKBIA	772	111	365	197	584	551
NFKBIB	836	108	362	263	374	383
NFKBID	235	27	64	34	136	71
NFKBIE	1094	159	374	223	758	381
NFKBIL1	636	84	175	126	481	380
NFKBIZ	7551	1148	2366	1533	6861	4768
NFRKB	2543	352	1196	751	1601	1170
NFS1	3016	436	1123	740	1836	2067
NFU1	1875	262	1181	594	1656	1780
NFX1	3613	539	1450	989	2431	2075
NFXL1	1586	223	599	507	1038	952
NFYA	3063	416	657	771	1811	1315
NFYB	948	147	742	475	940	784
NFYC	2894	439	917	668	1531	1462
NFYC-AS1	404	99	281	167	258	312
NGB	0	0	0	0	0	0
NGDN	1353	181	1347	721	1184	977
NGEF	0	0	0	0	0	0
NGF	0	0	0	0	0	0
NGFR	180	26	25	15	14	19
NGFRAP1	3861	549	3126	1823	2535	1949
NGLY1	2055	239	1148	704	1319	1585
NGRN	4808	781	3214	1901	3352	3363
NHEG1	11	1	1	0	18	22
NHEJ1	1528	245	818	480	1126	948
NHLH1	1	1	0	0	3	1
NHLH2	0	0	0	0	0	0
NHLRC1	1	0	0	0	0	0
NHLRC2	2598	372	970	821	1745	1685
NHLRC3	6023	931	3748	2310	2699	1632
NHLRC4	1	0	0	1	6	2
NHP2	6195	933	2271	1485	4746	4216
NHP2L1	10112	1749	4204	2897	6439	6337
NHS	0	0	0	0	0	0
NHS-AS1	0	0	0	0	0	0
NHSL1	8891	1253	2530	1904	3816	2753
NHSL2	0	0	1	0	0	0
NICN1	569	81	180	120	380	237
NID1	3619	442	19	10	861	1278
NID2	0	0	0	2	0	0
NIF3L1	2307	325	1584	880	1707	1912
NIFK	3670	586	3292	1862	3837	2516
NIFK-AS1	381	71	228	156	236	221
NIM1K	185	30	25	22	19	56
NIN	14727	1810	9812	6958	13018	11792
NINJ1	1344	172	402	234	879	803
NINJ2	114	18	11	10	30	39
NINL	3157	474	1616	999	1996	1405
NIP7	2330	352	2053	1326	1716	1353
NIPA1	3966	574	1652	1195	2285	1930
NIPA2	5570	762	4216	2473	3185	3425
NIPAL1	104	16	77	33	59	46
NIPAL2	262	55	308	193	317	153
NIPAL3	5282	932	1077	809	3114	2268
NIPAL4	7	0	4	3	6	7
NIPBL	5609	734	2810	3772	3639	3019
NIPBL-AS1	916	178	1445	850	849	469
NIPSNAP1	7187	1351	501	283	5959	4976
NIPSNAP3A	418	68	241	157	355	286
NIPSNAP3B	74	8	15	12	54	49
NISCH	3843	579	1284	830	2419	1345
NIT1	1211	215	623	359	733	727
NIT2	3221	461	1578	983	2397	2338
NKAIN1	13	0	17	4	1	3
NKAIN2	0	0	0	0	0	0
NKAIN3	1	0	0	0	0	0
NKAIN4	0	0	0	0	1	0
NKAP	890	133	203	148	624	581
NKAPL	0	0	0	0	0	1
NKAPP1	88	22	39	18	73	60
NKD1	209	38	118	88	70	48
NKD2	11	3	2	4	0	0
NKG7	0	0	0	0	0	0
NKILA	71	20	46	31	30	34
NKIRAS1	1001	118	467	329	689	656
NKIRAS2	1170	172	474	317	495	450
NKPD1	3	0	1	1	1	0
NKRF	1212	169	410	262	794	698
NKTR	3968	618	3343	2285	3663	2900
NKX1-1	0	0	0	0	0	0
NKX1-2	46	4	3	2	18	9
NKX2-1	2	2	0	0	0	0
NKX2-1-AS1	0	0	0	0	0	0
NKX2-2	40	5	1	0	4	3
NKX2-3	0	0	0	0	1	0
NKX2-4	0	0	3	0	0	0
NKX2-5	542	64	139	105	279	230
NKX2-6	0	0	0	0	0	0
NKX2-8	110	6	21	11	39	22
NKX3-1	750	128	190	237	328	318
NKX3-2	13	2	9	8	10	20
NKX6-1	145	18	38	20	58	55
NKX6-2	0	0	0	0	0	0
NKX6-3	0	0	0	0	0	0
NLE1	1361	243	735	455	902	738
NLGN1	3073	490	1233	770	2793	1485
NLGN1-AS1	0	0	0	0	0	0
NLGN2	1795	235	226	153	409	217
NLGN3	29	6	17	12	15	1
NLGN4X	4	2	0	1	1	0
NLGN4Y	1	0	0	0	0	0
NLGN4Y-AS1	0	0	0	0	0	0
NLK	1803	278	663	425	1079	694
NLN	2488	315	1769	1299	1375	1562
NLRC3	19	1	6	3	3	4
NLRC4	0	1	1	0	0	0
NLRC5	223	31	115	81	88	59
NLRP1	5	1	23	12	7	4
NLRP10	0	0	0	0	0	0
NLRP11	0	1	3	2	2	1
NLRP12	0	0	0	0	0	0
NLRP13	0	0	0	0	0	0
NLRP14	1	0	0	3	1	0
NLRP2	0	0	2	0	3	3
NLRP3	7	0	0	0	5	4
NLRP4	0	0	6	1	0	0
NLRP5	0	0	0	0	0	0
NLRP6	2	3	0	0	3	2
NLRP7	0	0	0	0	1	0
NLRP8	0	0	0	0	1	0
NLRP9	0	0	0	0	0	0
NLRX1	555	87	143	105	294	311
NMB	457	74	225	140	342	298
NMBR	2	0	0	1	0	2
NMD3	5554	772	3508	2205	4113	4509
NME1	3776	587	2925	1827	3369	4143
NME1-NME2	6	2	3	1	8	2
NME2	236	14	51	32	210	158
NME3	1039	146	266	109	678	478
NME4	5788	1031	1209	791	3263	2289
NME5	0	0	0	0	7	3
NME6	588	97	317	233	425	364
NME7	733	106	277	162	456	496
NME8	0	0	0	0	0	0
NME9	1	0	0	0	3	0
NMI	387	46	101	88	282	179
NMNAT1	1642	298	687	404	1029	1086
NMNAT2	9	2	70	54	2	2
NMNAT3	0	0	0	0	0	0
NMRAL1	2407	348	1150	668	1667	1499
NMRK1	493	76	154	88	290	206
NMRK2	866	112	39	26	202	155
NMS	1	0	0	0	0	0
NMT1	11277	1841	3987	2707	6804	6553
NMT2	2537	384	782	534	1429	1572
NMU	0	0	1	0	0	0
NMUR1	0	0	1	0	0	1
NMUR2	0	0	0	0	0	0
NNAT	0	0	0	0	1	0
NNMT	18	3	285	171	29	25
NNT	8742	1335	5412	4001	5700	5921
NNT-AS1	1221	154	955	748	768	882
NOA1	2429	401	830	549	1730	1266
NOB1	2616	396	960	917	1660	978
NOBOX	0	0	0	0	0	0
NOC2L	9300	1251	4303	2923	4951	5961
